last_update,station,city,state,latitude,longitude,aqi,pm25,pm10,no2,so2,co,o3,nh3
2026-09-01 23:00:00,"HIMUDA Complex Phase-1, Baddi - HPPCB",Baddi,Himachal Pradesh,30.943887,76.801991,500.0,87.0,146.0,10.0,7.0,102.0,36.0,4.0
2026-09-01 23:00:00,"Khrew, Pampore - JKPCC",Pampore,Jammu and Kashmir,34.031606,75.009712,56.0,34.0,49.0,13.0,,,,
2026-09-01 23:00:00,"Khunmoh, Srinagar - JKPCC",Srinagar,Jammu and Kashmir,34.06313,74.96017,69.0,7.0,69.0,16.0,4.0,,,
2026-09-01 23:00:00,"Sardar Patel Nagar, Dhanbad - JSPCB",Dhanbad,Jharkhand,23.80569,86.44268,,,,105.0,,,26.0,
2026-09-01 23:00:00,"Tata Stadium, Jorapokhar - JSPCB",Jorapokhar,Jharkhand,23.707909,86.41467,438.0,57.0,66.0,8.0,21.0,40.0,5.0,3.0
2026-09-01 23:00:00,"Bapuji Nagar, Bengaluru - KSPCB",Bengaluru,Karnataka,12.951913,77.539784,336.0,26.0,49.0,22.0,21.0,23.0,21.0,3.0
2026-09-01 23:00:00,"City Railway Station, Bengaluru - KSPCB",Bengaluru,Karnataka,12.9756843,77.5660749,500.0,,91.0,30.0,13.0,57.0,,
2026-09-01 23:00:00,"Hebbal, Bengaluru - KSPCB",Bengaluru,Karnataka,13.029152,77.585901,306.0,18.0,27.0,18.0,12.0,18.0,2.0,2.0
2026-09-01 23:00:00,"Hombegowda Nagar, Bengaluru - KSPCB",Bengaluru,Karnataka,12.938539,77.5901,330.0,19.0,40.0,16.0,6.0,22.0,30.0,1.0
2026-09-01 23:00:00,"Jayanagar 5th Block, Bengaluru - KSPCB",Bengaluru,Karnataka,12.920984,77.584908,300.0,27.0,40.0,13.0,3.0,17.0,28.0,0.0
2026-09-01 23:00:00,"Jigani, Bengaluru - KSPCB",Bengaluru,Karnataka,12.7816279,77.6299145,,,,19.0,16.0,31.0,20.0,3.0
2026-09-01 23:00:00,"Peenya, Bengaluru - CPCB",Bengaluru,Karnataka,13.0270199,77.494094,413.0,10.0,75.0,24.0,9.0,36.0,27.0,5.0
2026-09-01 23:00:00,"Shivapura_Peenya, Bengaluru - KSPCB",Bengaluru,Karnataka,13.0246342,77.5080115,330.0,37.0,,40.0,4.0,22.0,25.0,3.0
2026-09-01 23:00:00,"Silk Board, Bengaluru - KSPCB",Bengaluru,Karnataka,12.917348,77.622813,500.0,132.0,146.0,17.0,22.0,65.0,13.0,2.0
2026-09-01 23:00:00,"Urban, Chamarajanagar - KSPCB",Chamarajanagar,Karnataka,11.55358,76.55521,336.0,30.0,45.0,29.0,4.0,23.0,29.0,2.0
2026-09-01 23:00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB",Chikkaballapur,Karnataka,13.428828,77.731418,330.0,11.0,48.0,4.0,17.0,22.0,19.0,1.0
2026-09-01 23:00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB",Chikkamagaluru,Karnataka,13.328028,75.797056,228.0,20.0,31.0,18.0,,12.0,19.0,2.0
2026-09-01 23:00:00,"Kalabhavan, Dharwad - KSPCB",Dharwad,Karnataka,15.459706,75.008381,500.0,49.0,68.0,26.0,8.0,50.0,27.0,7.0
2026-09-01 23:00:00,"Panchal Nagar, Gadag - KSPCB",Gadag,Karnataka,15.411456,75.638133,500.0,42.0,42.0,22.0,33.0,88.0,14.0,5.0
2026-09-01 23:00:00,"Lingaraj Nagar, Hubballi - KSPCB",Hubballi,Karnataka,15.3714823,75.1160168,306.0,33.0,46.0,10.0,2.0,18.0,24.0,2.0
2026-09-01 23:00:00,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",Kalaburagi,Karnataka,17.336318,76.847397,475.0,28.0,39.0,14.0,4.0,46.0,9.0,3.0
2026-09-01 23:00:00,"KHB Colony, Karwar - KSPCB",Karwar,Karnataka,14.816666,74.141003,97.0,58.0,37.0,12.0,,,,2.0
2026-09-01 23:00:00,"Stuart Hill, Madikeri - KSPCB",Madikeri,Karnataka,12.415911,75.73505,214.0,19.0,21.0,2.0,8.0,11.0,2.0,1.0
2026-09-01 23:00:00,"Hebbal 1st Stage, Mysuru - KSPCB",Mysuru,Karnataka,12.21041,76.37376,353.0,19.0,54.0,20.0,4.0,26.0,58.0,4.0
2026-09-01 23:00:00,"Vijay Nagar, Ramanagara - KSPCB",Ramanagara,Karnataka,12.733409,77.298051,382.0,18.0,34.0,,18.0,31.0,20.0,
2026-09-01 23:00:00,"Vinoba Nagara, Shivamogga - KSPCB",Shivamogga,Karnataka,13.94,75.555917,330.0,28.0,39.0,24.0,4.0,22.0,40.0,3.0
2026-09-01 23:00:00,"Ibrahimpur, Vijayapura - KSPCB",Vijayapura,Karnataka,16.802639,75.722694,353.0,27.0,43.0,11.0,3.0,26.0,16.0,4.0
2026-09-01 23:00:00,"Collector Office, Yadgir - KSPCB",Yadgir,Karnataka,16.7602,77.1428,,,,,,19.0,24.0,
2026-09-01 23:00:00,"Udyogamandal, Eloor - Kerala PCB",Eloor,Kerala,10.073232,76.302765,359.0,45.0,58.0,6.0,2.0,27.0,29.0,0.0
2026-09-01 23:00:00,"Thavakkara, Kannur - Kerala PCB",Kannur,Kerala,11.875,75.3732,312.0,76.0,78.0,11.0,0.0,19.0,27.0,1.0
2026-09-01 23:00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB",Thiruvananthapuram,Kerala,8.5637,76.8865,318.0,45.0,66.0,6.0,9.0,20.0,30.0,0.0
2026-09-01 23:00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB",Thiruvananthapuram,Kerala,8.5149093,76.9435879,187.0,18.0,26.0,4.0,17.0,9.0,15.0,1.0
2026-09-01 23:00:00,"Corporation Ground, Thrissur - Kerala PCB",Thrissur,Kerala,10.5324,76.2159,300.0,,56.0,9.0,1.0,17.0,31.0,0.0
2026-09-01 23:00:00,"Idgah Hills, Bhopal - MPPCB",Bhopal,Madhya Pradesh,23.264759,77.381568,413.0,36.0,94.0,15.0,6.0,36.0,12.0,3.0
2026-09-01 23:00:00,"Paryavaran Parisar, Bhopal - MPPCB",Bhopal,Madhya Pradesh,23.210494,77.425409,257.0,32.0,59.0,11.0,6.0,14.0,26.0,2.0
2026-09-01 23:00:00,"T T Nagar, Bhopal - MPPCB",Bhopal,Madhya Pradesh,23.233584,77.400574,438.0,33.0,72.0,14.0,24.0,40.0,20.0,5.0
2026-09-01 23:00:00,"Shrivastav Colony, Damoh - MPPCB",Damoh,Madhya Pradesh,23.81748678,79.446246,365.0,26.0,32.0,6.0,51.0,28.0,,
2026-09-01 23:00:00,"Bhopal Chauraha, Dewas - MPPCB",Dewas,Madhya Pradesh,22.9682591,76.064118,413.0,29.0,53.0,57.0,56.0,36.0,37.0,2.0
2026-09-01 23:00:00,"City Center, Gwalior - MPPCB",Gwalior,Madhya Pradesh,26.203442,78.193251,500.0,43.0,47.0,53.0,25.0,77.0,56.0,1.0
2026-09-01 23:00:00,"Deen Dayal Nagar, Gwalior - MPPCB",Gwalior,Madhya Pradesh,26.259242,78.216432,500.0,28.0,91.0,50.0,12.0,75.0,19.0,5.0
2026-09-01 23:00:00,"Maharaj Bada, Gwalior - MPPCB",Gwalior,Madhya Pradesh,26.200388,78.147714,500.0,30.0,41.0,19.0,6.0,64.0,24.0,3.0
2026-09-01 23:00:00,"Airport Area, Indore - IMC",Indore,Madhya Pradesh,22.7289,75.8076,432.0,50.0,56.0,21.0,9.0,39.0,8.0,0.0
2026-09-01 23:00:00,"Chhoti Gwaltoli, Indore - MPPCB",Indore,Madhya Pradesh,22.431,75.5213,500.0,43.0,78.0,63.0,17.0,54.0,19.0,7.0
2026-09-01 23:00:00,"Maguda Nagar, Indore - IMC",Indore,Madhya Pradesh,22.7524,75.8872,336.0,23.0,,2.0,23.0,23.0,11.0,0.0
2026-09-01 23:00:00,"Regional Park, Indore - IMC",Indore,Madhya Pradesh,22.678,75.8559,50.0,21.0,,5.0,39.0,1.0,5.0,2.0
2026-09-01 23:00:00,"Residency Area, Indore - IMC",Indore,Madhya Pradesh,22.7084,75.8815,150.0,40.0,40.0,,3.0,6.0,6.0,0.0
2026-09-01 23:00:00,"Govindh Bhavan Colony, Jabalpur - JMC",Jabalpur,Madhya Pradesh,23.163174,79.973061,481.0,36.0,55.0,65.0,7.0,47.0,38.0,8.0
2026-09-01 23:00:00,"Marhatal, Jabalpur - MPPCB",Jabalpur,Madhya Pradesh,23.168606,79.932247,500.0,32.0,36.0,28.0,9.0,72.0,18.0,4.0
2026-09-01 23:00:00,"Suhagi, Jabalpur - JMC",Jabalpur,Madhya Pradesh,23.218135,79.95777,450.0,40.0,48.0,41.0,5.0,42.0,25.0,6.0
2026-09-01 23:00:00,"Gole Bazar, Katni - MPPCB",Katni,Madhya Pradesh,23.50016,80.23284,413.0,37.0,61.0,13.0,24.0,36.0,15.0,2.0
2026-09-01 23:00:00,"Sahilara, Maihar - KJS Cements",Maihar,Madhya Pradesh,24.2613009,80.7231783,,,,,,26.0,,
2026-09-01 23:00:00,"Sector-D Industrial Area, Mandideep - MPPCB",Mandideep,Madhya Pradesh,23.10844,77.511428,341.0,59.0,92.0,17.0,5.0,24.0,25.0,4.0
2026-09-01 23:00:00,"Sector-2 Industrial Area, Pithampur - MPPCB",Pithampur,Madhya Pradesh,22.624758,75.675238,312.0,102.0,109.0,15.0,32.0,19.0,47.0,7.0
2026-09-01 23:00:00,"Shasthri Nagar, Ratlam - IPCA Lab",Ratlam,Madhya Pradesh,23.331731,75.045981,56.0,27.0,35.0,45.0,10.0,,,
2026-09-01 23:00:00,"Civil Lines, Sagar - MPPCB",Sagar,Madhya Pradesh,23.838586,78.759431,394.0,35.0,68.0,12.0,6.0,33.0,38.0,2.0
2026-09-01 23:00:00,"Bandhavgar Colony, Satna - Birla Cement",Satna,Madhya Pradesh,24.58434363,80.8549414,318.0,50.0,70.0,12.0,,20.0,54.0,
2026-09-01 23:00:00,"Suryakiran Bhawan NCL, Singrauli - MPPCB",Singrauli,Madhya Pradesh,24.10897,82.64558,419.0,14.0,24.0,8.0,53.0,37.0,46.0,1.0
2026-09-01 23:00:00,"Mahashweta Nagar, Ujjain - MPPCB",Ujjain,Madhya Pradesh,23.1633321,75.800225,500.0,47.0,51.0,12.0,6.0,68.0,55.0,10.0
2026-09-01 23:00:00,"Tarakpur, Ahmednagar - MPCB",Ahmednagar,Maharashtra,19.10122,74.73339,187.0,18.0,35.0,4.0,8.0,9.0,37.0,1.0
2026-09-01 23:00:00,"Ramdaspeth, Akola - MPCB",Akola,Maharashtra,20.719516,77.000253,365.0,33.0,50.0,20.0,8.0,28.0,15.0,7.0
2026-09-01 23:00:00,"Chinchpada, Ambernath - MPCB",Ambernath,Maharashtra,19.215784,73.199781,150.0,17.0,65.0,24.0,25.0,6.0,6.0,3.0
2026-09-01 23:00:00,"Shivneri Colony, Amravati - MPCB",Amravati,Maharashtra,20.9402359,77.7895248,324.0,25.0,38.0,6.0,4.0,21.0,13.0,2.0
2026-09-01 23:00:00,"Shri Shivaji Science College, Amravati - MPCB",Amravati,Maharashtra,20.939198,77.765701,341.0,21.0,39.0,5.0,6.0,24.0,20.0,3.0
2026-09-01 23:00:00,"MIDC Chilkalthana, Aurangabad - MPCB",Aurangabad,Maharashtra,19.87562,75.38731,347.0,28.0,43.0,13.0,7.0,25.0,5.0,1.0
2026-09-01 23:00:00,"More Chowk Waluj, Aurangabad - MPCB",Aurangabad,Maharashtra,19.8389439,75.244448,500.0,86.0,73.0,10.0,16.0,77.0,24.0,7.0
2026-09-01 23:00:00,"Rachnakar Colony, Aurangabad - MPCB",Aurangabad,Maharashtra,19.863756,75.321188,341.0,27.0,35.0,11.0,5.0,24.0,9.0,1.0
2026-09-01 23:00:00,"Katrap, Badlapur - MPCB",Badlapur,Maharashtra,19.16485,73.23409,377.0,20.0,25.0,17.0,7.0,30.0,5.0,7.0
2026-09-01 23:00:00,"Bir, Beed - MPCB",Beed,Maharashtra,18.988474,75.753873,306.0,19.0,36.0,13.0,7.0,18.0,15.0,2.0
2026-09-01 23:00:00,"CBD Belapur, Belapur - MPCB",Belapur,Maharashtra,19.0243902,73.0406721,324.0,31.0,46.0,21.0,6.0,21.0,12.0,2.0
2026-09-01 23:00:00,"Gokul Nagar, Bhiwandi - MPCB",Bhiwandi,Maharashtra,19.309073,73.057223,347.0,18.0,32.0,5.0,3.0,25.0,21.0,8.0
2026-09-01 23:00:00,"Khaira, Boisar - MPCB",Boisar,Maharashtra,19.786089,72.757971,407.0,25.0,31.0,7.0,,35.0,27.0,5.0
2026-09-01 23:00:00,"Chauhan Colony, Chandrapur - MPCB",Chandrapur,Maharashtra,19.9629,79.298714,377.0,46.0,71.0,15.0,12.0,30.0,4.0,1.0
2026-09-01 23:00:00,"MIDC Khutala, Chandrapur - MPCB",Chandrapur,Maharashtra,19.9775302,79.2337086,432.0,38.0,73.0,,4.0,39.0,14.0,
2026-09-01 23:00:00,"Deopur, Dhule - MPCB",Dhule,Maharashtra,20.918946,74.776388,162.0,17.0,15.0,8.0,3.0,7.0,11.0,1.0
2026-09-01 23:00:00,"Kalu Nagar, Dombivli - MPCB",Dombivli,Maharashtra,19.2268427,73.0788456,162.0,5.0,12.0,10.0,26.0,7.0,34.0,1.0
2026-09-01 23:00:00,"Ashta Vinayak Nagar, Hingoli - MPCB",Hingoli,Maharashtra,19.710842,77.151824,312.0,23.0,47.0,7.0,5.0,19.0,11.0,2.0
2026-09-01 23:00:00,"Prabhat Colony, Jalgaon - MPCB",Jalgaon,Maharashtra,21.001264,75.565602,500.0,28.0,29.0,,,71.0,14.0,
2026-09-01 23:00:00,"Old MIDC, Jalna - MPCB",Jalna,Maharashtra,19.854616,75.905894,341.0,43.0,85.0,20.0,2.0,24.0,28.0,4.0
2026-09-01 23:00:00,"Khadakpada, Kalyan - MPCB",Kalyan,Maharashtra,19.25292,73.142019,,,,,,,8.0,
2026-09-01 23:00:00,"Pimpleshwar Mandir, Kalyan - MPCB",Kalyan,Maharashtra,19.192056,72.9585188,500.0,32.0,47.0,15.0,13.0,51.0,18.0,1.0
2026-09-01 23:00:00,"Shivaji University, Kolhapur - MPCB",Kolhapur,Maharashtra,16.6870449,74.2505872,371.0,26.0,27.0,5.0,,29.0,10.0,3.0
2026-09-01 23:00:00,"Sinchan Bhavan, Kolhapur - MPCB",Kolhapur,Maharashtra,16.7143745,74.2426398,187.0,19.0,25.0,5.0,1.0,9.0,14.0,1.0
2026-09-01 23:00:00,"Sawe Wadi, Latur - MPCB",Latur,Maharashtra,18.39963,76.57452,271.0,20.0,31.0,8.0,5.0,15.0,26.0,2.0
2026-09-01 23:00:00,"Kamble Tarf Birwadi, Mahad - MPCB",Mahad,Maharashtra,18.1023399,73.4783687,481.0,24.0,48.0,10.0,13.0,47.0,27.0,4.0
2026-09-01 23:00:00,"Mahesh Nagar, Malegaon - MPCB",Malegaon,Maharashtra,20.555712,74.529236,175.0,68.0,72.0,17.0,2.0,8.0,21.0,1.0
2026-09-01 23:00:00,"Bhayandar West, Mira-Bhayandar - MPCB",Mira-Bhayandar,Maharashtra,19.296481,72.840923,353.0,16.0,21.0,6.0,3.0,26.0,8.0,5.0
2026-09-01 23:00:00,"Bandra Kurla Complex, Mumbai - IITM",Mumbai,Maharashtra,19.053536,72.84643,,,,,,26.0,12.0,
2026-09-01 23:00:00,"Bandra Kurla Complex, Mumbai - MPCB",Mumbai,Maharashtra,19.065931,72.862131,312.0,25.0,39.0,6.0,3.0,19.0,11.0,
2026-09-01 23:00:00,"Borivali East, Mumbai - IITM",Mumbai,Maharashtra,19.23241,72.86895,500.0,23.0,34.0,,,81.0,19.0,
2026-09-01 23:00:00,"Borivali East, Mumbai - MPCB",Mumbai,Maharashtra,19.2243333,72.8658113,175.0,13.0,24.0,10.0,19.0,8.0,,2.0
2026-09-01 23:00:00,"Byculla, Mumbai - BMC",Mumbai,Maharashtra,18.9767,72.838,425.0,11.0,22.0,9.0,2.0,38.0,6.0,2.0
2026-09-01 23:00:00,"Chakala-Andheri East, Mumbai - IITM",Mumbai,Maharashtra,19.11074,72.86084,300.0,8.0,39.0,13.0,7.0,17.0,7.0,2.0
2026-09-01 23:00:00,"Chembur, Mumbai - MPCB",Mumbai,Maharashtra,19.0364585,72.8954371,257.0,12.0,31.0,11.0,2.0,14.0,13.0,19.0
2026-09-01 23:00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",Mumbai,Maharashtra,19.10078,72.87462,40.0,24.0,26.0,13.0,7.0,,,1.0
2026-09-01 23:00:00,"Deonar, Mumbai - IITM",Mumbai,Maharashtra,19.04946,72.923,257.0,19.0,42.0,6.0,4.0,14.0,12.0,7.0
2026-09-01 23:00:00,"Ghatkopar, Mumbai - BMC",Mumbai,Maharashtra,19.083694,72.920967,341.0,22.0,33.0,5.0,3.0,24.0,5.0,4.0
2026-09-01 23:00:00,"Kandivali West, Mumbai - BMC",Mumbai,Maharashtra,19.215859,72.831718,257.0,9.0,10.0,13.0,5.0,14.0,10.0,4.0
2026-09-01 23:00:00,"Kherwadi_Bandra East, Mumbai - MPCB",Mumbai,Maharashtra,19.0632143,72.8456324,388.0,16.0,49.0,4.0,3.0,32.0,23.0,5.0
2026-09-01 23:00:00,"Khindipada-Bhandup West, Mumbai - IITM",Mumbai,Maharashtra,19.1653323,72.922099,419.0,9.0,36.0,12.0,7.0,37.0,7.0,2.0
2026-09-01 23:00:00,"Kurla, Mumbai - MPCB",Mumbai,Maharashtra,19.0863,72.8888,,,,9.0,29.0,25.0,28.0,2.0
2026-09-01 23:00:00,"Malad West, Mumbai - IITM",Mumbai,Maharashtra,19.19709,72.82204,463.0,8.0,45.0,17.0,8.0,44.0,7.0,2.0
2026-09-01 23:00:00,"Mazgaon, Mumbai - IITM",Mumbai,Maharashtra,18.96702,72.84214,,,,,,62.0,15.0,
2026-09-01 23:00:00,"Mindspace-Malad West, Mumbai - MPCB",Mumbai,Maharashtra,19.1878657,72.8304069,,,,,,15.0,18.0,
2026-09-01 23:00:00,"Mulund West, Mumbai - MPCB",Mumbai,Maharashtra,19.175,72.9419,200.0,20.0,,13.0,,10.0,,4.0
2026-09-01 23:00:00,"Navy Nagar-Colaba, Mumbai - IITM",Mumbai,Maharashtra,18.897756,72.81332,,,,,,15.0,17.0,
2026-09-01 23:00:00,"Powai, Mumbai - MPCB",Mumbai,Maharashtra,19.1375,72.915056,25.0,15.0,22.0,6.0,13.0,,,
2026-09-01 23:00:00,"Sewri, Mumbai - BMC",Mumbai,Maharashtra,19.000084,72.85673,371.0,18.0,37.0,,,29.0,7.0,3.0
2026-09-01 23:00:00,"Shivaji Nagar, Mumbai - BMC",Mumbai,Maharashtra,19.060498,72.923356,419.0,25.0,79.0,9.0,3.0,37.0,12.0,3.0
2026-09-01 23:00:00,"Sion, Mumbai - MPCB",Mumbai,Maharashtra,19.047,72.8746,306.0,7.0,10.0,62.0,5.0,18.0,,1.0
2026-09-01 23:00:00,"Worli, Mumbai - MPCB",Mumbai,Maharashtra,18.9936162,72.8128113,,,,6.0,11.0,43.0,6.0,1.0
2026-09-01 23:00:00,"Ambazari, Nagpur - MPCB",Nagpur,Maharashtra,21.121801,79.04952,330.0,32.0,48.0,11.0,6.0,22.0,13.0,3.0
2026-09-01 23:00:00,"Mahal, Nagpur - MPCB",Nagpur,Maharashtra,21.14472,79.107595,469.0,33.0,44.0,13.0,6.0,45.0,14.0,3.0
2026-09-01 23:00:00,"Opp GPO Civil Lines, Nagpur - MPCB",Nagpur,Maharashtra,21.152875,79.0517531,,,,,,36.0,8.0,
2026-09-01 23:00:00,"Ram Nagar, Nagpur - MPCB",Nagpur,Maharashtra,21.143383,79.048912,286.0,40.0,47.0,9.0,6.0,16.0,18.0,1.0
2026-09-01 23:00:00,"Sneh Nagar, Nanded - MPCB",Nanded,Maharashtra,19.173852,77.296291,336.0,28.0,33.0,7.0,15.0,23.0,32.0,3.0
2026-09-01 23:00:00,"Gangapur Road, Nashik - MPCB",Nashik,Maharashtra,20.0073285,73.7762427,359.0,13.0,23.0,5.0,4.0,27.0,11.0,3.0
2026-09-01 23:00:00,"Hirawadi, Nashik - MPCB",Nashik,Maharashtra,20.021503,73.813844,,,,,,44.0,15.0,
2026-09-01 23:00:00,"MIDC Ambad, Nashik - MPCB",Nashik,Maharashtra,19.95022,73.73148,214.0,17.0,36.0,4.0,3.0,11.0,11.0,3.0
2026-09-01 23:00:00,"Pandav Nagari, Nashik - MPCB",Nashik,Maharashtra,19.9591346,73.7788008,300.0,12.0,21.0,4.0,3.0,17.0,8.0,2.0
2026-09-01 23:00:00,"Kopripada-Vashi, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,19.090337,73.014232,382.0,16.0,34.0,8.0,2.0,31.0,11.0,2.0
2026-09-01 23:00:00,"Mahape, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,19.1135051,73.008978,377.0,14.0,50.0,43.0,14.0,30.0,16.0,1.0
2026-09-01 23:00:00,"Nerul, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,19.008751,73.01662,27.0,16.0,,4.0,,,,1.0
2026-09-01 23:00:00,"Sanpada, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,19.0575752,73.0151367,175.0,8.0,29.0,5.0,4.0,8.0,1.0,1.0
2026-09-01 23:00:00,"Sector-2E Kalamboli, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,19.02579,73.10297,306.0,27.0,38.0,6.0,6.0,18.0,19.0,7.0
2026-09-01 23:00:00,"Masoom Colony, Parbhani - MPCB",Parbhani,Maharashtra,19.265594,76.761463,257.0,12.0,17.0,10.0,1.0,14.0,60.0,3.0
2026-09-01 23:00:00,"Bhosari, Pune - IITM",Pimpri-Chinchwad,Maharashtra,18.640051,73.848956,494.0,29.0,66.0,25.0,,49.0,11.0,
2026-09-01 23:00:00,"Bhumkar Nagar, Pune - IITM",Pimpri-Chinchwad,Maharashtra,18.60577,73.749976,257.0,38.0,71.0,19.0,,14.0,11.0,
2026-09-01 23:00:00,"Gavalinagar, Pimpri Chinchwad - MPCB",Pimpri-Chinchwad,Maharashtra,18.63673,73.82487,200.0,24.0,34.0,9.0,1.0,10.0,10.0,2.0
2026-09-01 23:00:00,"Park Street Wakad, Pimpri Chinchwad - MPCB",Pimpri-Chinchwad,Maharashtra,18.59051,73.77946,286.0,30.0,46.0,13.0,4.0,16.0,12.0,1.0
2026-09-01 23:00:00,"Savta Mali Nagar, Pimpri-Chinchwad - IITM",Pimpri-Chinchwad,Maharashtra,18.614767,73.799516,456.0,22.0,50.0,23.0,,43.0,12.0,
2026-09-01 23:00:00,"Thergaon, Pimpri Chinchwad - MPCB",Pimpri-Chinchwad,Maharashtra,18.616318,73.765797,365.0,16.0,58.0,7.0,2.0,28.0,15.0,4.0
2026-09-01 23:00:00,"Transport Nagar-Nigdi, Pune - IITM",Pimpri-Chinchwad,Maharashtra,18.664282,73.763966,,,,,,63.0,18.0,
2026-09-01 23:00:00,"Dhankawadi, Pune - IITM",Pune,Maharashtra,18.459883,73.852193,500.0,24.0,48.0,13.0,,56.0,5.0,
2026-09-01 23:00:00,"Hadapsar, Pune - IITM",Pune,Maharashtra,18.501793,73.927532,500.0,30.0,57.0,9.0,,53.0,22.0,
2026-09-01 23:00:00,"Katraj Dairy, Pune - MPCB",Pune,Maharashtra,18.45445,73.854155,,,,,,66.0,10.0,
2026-09-01 23:00:00,"Mhada Colony, Pune - IITM",Pune,Maharashtra,18.57304,73.927715,469.0,33.0,66.0,28.0,,45.0,16.0,
2026-09-01 23:00:00,"Panchawati_Pashan, Pune - IITM",Pune,Maharashtra,18.536457,73.805454,413.0,28.0,47.0,8.0,,36.0,10.0,
2026-09-01 23:00:00,"Revenue Colony-Shivajinagar, Pune - IITM",Pune,Maharashtra,18.530085,73.849598,,,,,,69.0,11.0,
2026-09-01 23:00:00,"Savitribai Phule Pune University, Pune - MPCB",Pune,Maharashtra,18.547056,73.826908,382.0,17.0,28.0,27.0,4.0,31.0,17.0,3.0
2026-09-01 23:00:00,"Vijay Nagar, Sangli - MPCB",Sangli,Maharashtra,16.5038,74.3623,271.0,20.0,32.0,7.0,3.0,15.0,20.0,2.0
2026-09-01 23:00:00,"Koyana Nagar, Satara - MPCB",Satara,Maharashtra,17.696651,74.003387,271.0,29.0,60.0,6.0,5.0,15.0,16.0,1.0
2026-09-01 23:00:00,"Dnyaneshwar Nagar, Solapur - MPCB",Solapur,Maharashtra,17.6336264,75.9132495,228.0,17.0,35.0,8.0,1.0,12.0,17.0,6.0
2026-09-01 23:00:00,"Ratandeep Housing Society, Solapur - MPCB",Solapur,Maharashtra,17.65439,75.90649,347.0,31.0,35.0,16.0,2.0,25.0,23.0,3.0
2026-09-01 23:00:00,"Kasarvadavali, Thane - MPCB",Thane,Maharashtra,19.26777,72.97182,456.0,29.0,43.0,,,43.0,7.0,0.0
2026-09-01 23:00:00,"Upvan Fort, Thane - MPCB",Thane,Maharashtra,19.222279,72.957979,300.0,10.0,23.0,5.0,1.0,17.0,8.0,1.0
2026-09-01 23:00:00,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",Ulhasnagar,Maharashtra,19.235581,73.159121,243.0,36.0,38.0,10.0,4.0,13.0,5.0,2.0
2026-09-01 23:00:00,"Vithalwadi, Ulhasnagar - MPCB",Ulhasnagar,Maharashtra,19.2307571,73.155192,200.0,13.0,31.0,7.0,8.0,10.0,6.0,7.0
2026-09-01 23:00:00,"Bolinj, Virar - MPCB",Virar,Maharashtra,19.445821,72.7988231,488.0,21.0,30.0,8.0,2.0,48.0,17.0,5.0
2026-09-01 23:00:00,"15th Mile-Nongthymmai, Byrnihat -Meghalaya PCB",Byrnihat,Meghalaya,26.079047,91.875185,40.0,11.0,40.0,2.0,3.0,,,0.0
2026-09-01 23:00:00,"JN Stadium, Shillong - Meghalaya PCB",Shillong,Meghalaya,25.5803419,91.8942571,306.0,,15.0,2.0,27.0,18.0,24.0,1.0
2026-09-01 23:00:00,"Lumpyngngad, Shillong - Meghalaya PCB",Shillong,Meghalaya,25.5586,91.8985,,,,,,12.0,28.0,
2026-09-01 23:00:00,"Sikulpuikawn, Aizawl - Mizoram PCB",Aizawl,Mizoram,23.7176342,92.7192841,,,,,,3.0,1.0,
2026-09-01 23:00:00,"PWD Junction, Kohima - NPCB",Kohima,Nagaland,25.6635413,94.0989878,137.0,8.0,7.0,4.0,62.0,5.0,,1.0
2026-09-01 23:00:00,"Hakimapada, Angul - OSPCB",Angul,Odisha,20.832874,85.104082,488.0,24.0,38.0,7.0,8.0,48.0,45.0,2.0
2026-09-01 23:00:00,"Kalidaspur, Balasore - OSPCB",Balasore,Odisha,21.51161,86.89088,425.0,35.0,41.0,5.0,7.0,38.0,29.0,3.0
2026-09-01 23:00:00,"Forest Office, Barbil - OSPCB",Barbil,Odisha,22.1166054,85.3945546,318.0,37.0,37.0,9.0,12.0,20.0,17.0,4.0
2026-09-01 23:00:00,"Meher Colony, Baripada - OSPCB",Baripada,Odisha,21.941841,86.728318,228.0,16.0,31.0,19.0,7.0,12.0,85.0,2.0
2026-09-01 23:00:00,"Lingraj Mandir, Bhubaneswar - OSPCB",Bhubaneswar,Odisha,20.24079,85.836784,394.0,56.0,47.0,16.0,8.0,33.0,24.0,3.0
2026-09-01 23:00:00,"Patia, Bhubaneswar - OSPCB",Bhubaneswar,Odisha,20.34652,85.8163,377.0,32.0,42.0,10.0,7.0,30.0,34.0,5.0
2026-09-01 23:00:00,"Tata Township, Bileipada - OSPCB",Bileipada,Odisha,22.06156703,85.47409613,341.0,15.0,41.0,14.0,7.0,24.0,17.0,5.0
